NAVI,8.36,7.6,31.5,5.98,4,USD,158,Финансы
HBAN,10.94,5.3,37.1,11.62,+4,USD,267,Финансы
WFC,32.22,5.9,24.1,11.18,4,USD,297,Финансы
FITB,24.0,3.9,33.3,10.87,4,USD,331,Финансы
IVZ,10.85,11.3,15.7,11.32,4,USD,331,Финансы
C,58.73,3.2,27.7,8.35,4,USD,368,Финансы
SYF,25.82,3.3,23.9,6.05,4,USD,370,Финансы
AIG,37.13,3.4,21.1,8.01,4,USD,390,Финансы
UNM,19.37,5.6,15.7,4.28,4,USD,394,Финансы
CMA,45.32,5.9,15.7,8.83,+4,USD,403,Финансы
PRU,71.45,5.5,15.7,10.37,4,USD,457,Финансы
SBRA,16.53,10.8,15.7,18.21,4,USD,466,Финансы
PBCT,13.32,5.3,15.7,10.58,4,USD,476,Финансы
MET,41.3,4.2,15.7,4.58,4,USD,490,Финансы
AFL,40.55,2.6,23.3,10.2,4,USD,494,Финансы
KEY,14.97,4.7,15.7,11.27,4,USD,516,Финансы
PFG,46.78,4.6,15.7,10.89,4,USD,522,Финансы
PGR,80.6,3.4,17.8,13.45,4,USD,525,Финансы
BEN,23.25,4.5,15.7,12.42,4,USD,569,Финансы
ALL,103.2,1.9,16.2,8.85,4,USD,615,Финансы
JEF,16.22,3.0,15.7,5.13,4,USD,622,Финансы
MTB,122.92,3.3,15.7,10.32,4,USD,634,Финансы
ZION,38.8,3.2,15.7,12.86,4,USD,701,Финансы
TROW,128.54,2.3,17.4,16.29,4,USD,701,Финансы
BK,41.15,2.8,15.7,9.11,4,USD,702,Финансы
STT,70.17,2.8,15.7,12.23,4,USD,774,Финансы
GNL,16.42,9.7,15.7,45.99,5,USD,793,Финансы
LM,50.0,3.0,15.7,17.99,+4,USD,826,Финансы
TRV,125.79,2.5,15.7,13.81,4,USD,844,Финансы
KRG,13.48,11.7,15.7,48.85894915254238,5,USD,851,Финансы
RE,226.38,2.5,15.7,14.01,4,USD,853,Финансы
CME,189.52,2.9,17.9,28.8,5,USD,863,Финансы
DFS,59.13,2.8,9.9,9.16,4,USD,936,Финансы
HIG,44.81,2.6,11.5,9.95,4,USD,944,Финансы
MTG,9.58,1.2,15.7,5.53,2,USD,952,Финансы
RJF,81.31,1.7,15.7,12.01,4,USD,955,Финансы
USB,41.69,3.7,4.3,11.25,4,USD,967,Финансы
JPM,110.37,2.9,10.5,12.81,4,USD,982,Финансы
CFG,29.36,4.6,-4.7,10.41,4,USD,1005,Финансы
TCS,17.7,2.7,3.9,6.6,2,USD,1010,Финансы
RF,13.32,4.4,-6.2,10.8,4,USD,1030,Финансы
GS,218.98,1.8,11.8,12.0,4,USD,1051,Финансы
LFC,10.94,0.7,15.7,6.87,1,USD,1052,Финансы
AIZ,115.63,2.1,15.7,21.28,4,USD,1052,Финансы
SCHW,40.75,1.6,15.7,16.69,4,USD,1054,Финансы
MS,50.38,2.5,5.2,10.43,4,USD,1058,Финансы
GL,84.23,1.0,15.7,13.03,5,USD,1103,Финансы
AMP,160.12,2.3,-4.5,6.02,4,USD,1135,Финансы
AMG,80.07,1.5,15.7,20.66,4,USD,1136,Финансы
PNC,125.81,3.3,-8.6,12.2,4,USD,1139,Финансы
PEAK,29.36,5.0,15.7,59.49,4,USD,1171,Финансы
BAC,28.04,2.3,-0.2,11.65,4,USD,1176,Финансы
COF,77.69,2.0,6.4,15.83,4,USD,1203,Финансы
AXP,110.34,1.8,8.7,17.22,5,USD,1210,Финансы
RYN,25.48,4.2,15.7,55.8,4,USD,1211,Финансы
NTRS,91.38,2.8,-7.6,13.6,+4,USD,1227,Финансы
QIWI,1042.5,0.0,15.7,12.82,2,USD,1242,Финансы
WLTW,202.39,1.2,15.7,24.97,4,USD,1267,Финансы
AJG,101.55,1.6,15.7,29.24,4,USD,1268,Финансы
BFYT,19.86,0.0,202.1,48.85894915254238,0,USD,1276,Финансы
NDAQ,119.81,1.5,15.7,27.73,+4,USD,1277,Финансы
IBN,9.16,0.3,15.7,17.22,1,USD,1306,Финансы
EHTH,112.63,0.0,46.4,44.3,0,USD,1354,Финансы
CB,138.87,2.1,-7.2,17.57,4,USD,1358,Финансы
BLK,558.53,2.3,-1.2,20.66,4,USD,1358,Финансы
ETFC,51.94,1.0,2.0,14.95,4,USD,1375,Финансы
JLL,120.07,0.0,9.9,12.41,0,USD,1389,Финансы
AON,196.22,0.8,15.7,28.49,4,USD,1414,Финансы
CINF,68.44,3.2,15.7,222.21,4,USD,1415,Финансы
ICE,97.68,1.1,12.6,26.05,4,USD,1418,Финансы
MMC,110.51,1.5,8.5,31.99,4,USD,1489,Финансы
SPGI,328.25,0.6,15.7,34.66,4,USD,1515,Финансы
Y,567.99,0.0,49.6,179.59,0,USD,1516,Финансы
TCBI,36.5,0.0,4.1,8.87,0,USD,1534,Финансы
TFC,44.82,3.8,-8.6,48.85894915254238,4,USD,1697,Финансы
MCO,276.2,0.7,3.1,34.95,4,USD,1712,Финансы
L,38.32,0.6,15.7,48.85894915254238,4,USD,1718,Финансы
SRC,35.9,0.0,-2.6,34.22,0,USD,1833,Финансы
TRUP,36.36,0.0,7.2,48.85894915254238,0,USD,2003,Финансы
TREE,294.18,0.0,5.3,74.04,0,USD,2186,Финансы
RDFN,34.57,0.0,-21.9,48.85894915254238,0,USD,2312,Финансы
