ET,9.34,13.0,71.3,13.11,4,USD,167,Энергетика
TRNFP,137600.0,7.7,42.7,4.4,1,RUB,182,Энергетика
GAZP,204.91,8.1,22.4,3.8,1,RUB,204,Энергетика
SIBN,358.0,7.2,25.2,6.06,+2,RUB,329,Энергетика
TATN,578.4,20.5,26.9,8.27,4,RUB,351,Энергетика
BANEP,1461.0,10.8,13.8,5.38,1,RUB,359,Энергетика
TATNP,561.8,21.2,25.1,8.27,+4,RUB,365,Энергетика
BANE,1820.0,8.7,13.8,5.38,1,RUB,384,Энергетика
RDS.A,39.29,8.1,13.8,15.92,4,USD,467,Энергетика
MPC,42.21,5.0,77.6,27.19908592321756,4,USD,556,Энергетика
KRKNP,17660.0,8.4,13.2,2.34,1,RUB,595,Энергетика
XOM,54.74,6.2,13.8,21.97,4,USD,654,Энергетика
NVTK,1080.0,2.8,16.7,7.18,2,RUB,661,Энергетика
OKE,48.04,7.3,13.8,25.02,4,USD,666,Энергетика
SNGSP,34.145,22.3,74.2,14.59,1,RUB,677,Энергетика
ETRN,9.66,18.2,13.8,27.19908592321756,4,USD,678,Энергетика
OXY,24.4,12.8,13.8,27.19908592321756,4,USD,694,Энергетика
HP,28.29,10.0,13.8,27.19908592321756,4,USD,714,Энергетика
SLB,23.65,8.4,13.8,27.19908592321756,4,USD,740,Энергетика
PBF,15.29,7.8,13.8,27.19908592321756,4,USD,765,Энергетика
OVV,11.9,3.1,13.8,15.79,4,USD,774,Энергетика
APA,17.73,5.6,13.8,27.19908592321756,4,USD,846,Энергетика
MUR,18.34,5.4,13.8,27.19908592321756,4,USD,854,Энергетика
COP,50.31,2.6,13.8,15.76,4,USD,867,Энергетика
FTI,10.12,5.1,13.8,27.19908592321756,4,USD,880,Энергетика
TOT,44.19,5.3,8.6,14.64,4,USD,882,Энергетика
DK,23.77,4.7,13.8,27.19908592321756,4,USD,903,Энергетика
LKOH,5372.0,6.4,10.6,8.09,2,RUB,918,Энергетика
HAL,16.4,4.3,13.8,27.19908592321756,4,USD,936,Энергетика
BKR,19.06,3.7,13.8,27.19908592321756,4,USD,988,Энергетика
NBL,12.71,3.6,13.8,27.19908592321756,4,USD,991,Энергетика
PTR,36.72,1.2,13.8,10.76,2,USD,1010,Энергетика
ROSN,400.15,6.6,9.7,10.07,+2,RUB,1024,Энергетика
VLO,75.62,4.7,18.3,76.85,4,USD,1074,Энергетика
SNGS,40.305,1.6,172.9,14.59,1,RUB,1090,Энергетика
MRO,8.43,2.3,13.8,26.31,4,USD,1116,Энергетика
COG,22.37,1.5,13.8,19.61,4,USD,1134,Энергетика
WMB,21.58,7.0,13.8,175.23,+4,USD,1136,Энергетика
CVX,103.24,4.6,13.8,51.16,4,USD,1159,Энергетика
XEC,33.57,2.3,13.8,27.19908592321756,4,USD,1224,Энергетика
DVN,15.76,2.2,13.8,27.19908592321756,+4,USD,1239,Энергетика
KMI,17.97,5.2,11.2,30.92,4,USD,1299,Энергетика
HES,59.98,1.6,13.8,27.19908592321756,4,USD,1349,Энергетика
EOG,62.11,1.6,-0.2,17.07,4,USD,1367,Энергетика
NOV,16.52,1.2,13.8,27.19908592321756,4,USD,1438,Энергетика
FANG,59.82,1.1,13.8,27.19908592321756,4,USD,1453,Энергетика
RRC,8.03,0.9,13.8,27.19908592321756,4,USD,1481,Энергетика
EQT,16.89,0.7,13.8,27.19908592321756,4,USD,1539,Энергетика
CXO,72.33,0.6,13.8,27.19908592321756,4,USD,1548,Энергетика
HFC,37.32,3.5,-3.6,30.36,4,USD,1584,Энергетика
PSX,89.73,3.9,9.2,114.29,4,USD,1586,Энергетика
PXD,116.78,1.0,7.0,27.82,3,USD,1710,Энергетика
SEDG,150.89,0.0,10.0,45.74,0,USD,2118,Энергетика
